id_municipio,pib_mil_reais,ano_pib
2504405,209556,2021
2504504,90623,2021
2504603,1274198,2021
2504702,61917,2021
2504801,250138,2021
2504850,24115,2021
2504900,191764,2021
2505006,76970,2021
2505105,220943,2021
2505204,66817,2021
2505238,74254,2021
2505279,55714,2021
2505303,26853,2021
2505352,50368,2021
2505402,72920,2021
2505501,39511,2021
2505600,59527,2021
2505709,94022,2021
2505808,45155,2021
2505907,41741,2021
2506004,709828,2021
2506103,105579,2021
2506202,30352,2021
2506251,76350,2021
2506301,1778824,2021
2506400,151393,2021
2506509,38417,2021
2506608,58012,2021
2506707,98470,2021
2506806,195442,2021
2506905,336826,2021
2507002,342219,2021
2507101,206834,2021
2507200,154474,2021
2507309,165481,2021
2507408,76561,2021
2507507,21865637,2021
2507606,73279,2021
2507705,210738,2021
2507804,96811,2021
2507903,117631,2021
2508000,87525,2021
2508109,51364,2021
2508208,83716,2021
2508307,310520,2021
2508406,29567,2021
2508505,70182,2021
2508554,48759,2021
2508604,222862,2021
2508703,38696,2021
2508802,79951,2021
2508901,807657,2021
2509008,101623,2021
2509057,104110,2021
2509107,242496,2021
2509156,82151,2021
2509206,130597,2021
2509305,229876,2021
2509339,54111,2021
2509370,31916,2021
2509396,61962,2021
2509404,164588,2021
2509503,55405,2021
2509602,48173,2021
2509701,636488,2021
2509800,98547,2021
2509909,95639,2021
2510006,66198,2021
2510105,99828,2021
2510204,57973,2021
2510303,49111,2021
2510402,62018,2021
