id_municipio,taxa_alfabetizacao_15mais
2708600,84.12
2708709,81.99
2708808,71.97
2708907,90.42
2708956,74.42
2709004,70.26
2709103,74.1
2709152,78.41
2709202,67.31
2709301,76.77
2709400,75.14
2800100,81.27
2800209,77.69
2800308,94.78
2800407,75.99
2800506,81.2
2800605,93.94
2800670,80.47
2800704,75.75
2801009,79.48
2801108,76.03
2801207,77.63
2801306,79.76
2801405,74.83
2801504,87.99
2801603,84.35
2801702,77.53
2801900,78.09
2802007,82.65
2802106,86.08
2802205,76.71
2802304,79.69
2802403,72.33
2802502,85.64
2802601,76.86
2802700,80.63
2802809,79.56
2802908,84.0
2803005,78.16
2803104,74.71
2803203,82.22
2803302,84.72
2803401,76.94
2803500,81.56
2803609,87.09
2803708,80.5
2803807,82.81
2803906,79.31
2804003,87.28
2804102,80.79
2804201,74.54
2804300,79.9
2804409,80.61
2804458,74.51
2804508,80.75
2804607,79.11
2804706,77.22
2804805,91.83
2804904,75.52
2805000,82.06
2805109,76.75
2805208,78.95
2805307,86.63
2805406,73.39
2805505,78.07
2805604,77.66
2805703,85.34
2805802,73.91
2805901,87.22
2806008,79.11
2806107,86.97
2806206,80.43
2806305,75.59
2806404,82.73
2806503,78.69
2806602,83.86
2806701,91.09
2806800,79.67
2806909,78.98
2807006,73.97
2807105,80.65
2807204,82.21
2807303,78.59
2807402,79.92
2807501,74.03
2807600,81.87
2900108,81.16
2900207,80.06
2900306,81.61
2900355,72.08
2900405,79.98
2900504,75.83
2900603,79.56
2900702,92.47
2900801,83.37
2900900,76.95
2901007,84.76
2901106,90.26
2901155,82.51
2901205,74.18
2901304,81.09
2901353,80.78
2901403,81.15
2901502,85.22
2901601,81.69
2901700,79.4
2901809,83.68
2901908,78.47
2901957,76.12
2902005,77.47
2902054,83.03
2902104,73.16
2902203,83.53
2902252,75.54
2902302,81.58
2902401,79.36
2902500,77.44
2902609,80.72
2902658,79.17
2902708,79.88
2902807,86.27
2902906,77.71
2903003,88.82
2903102,73.78
2903201,92.49
2903235,88.5
2903276,83.42
2903300,80.47
2903409,82.36
2903508,79.99
2903607,78.08
2903706,72.87
2903805,75.99
2903904,86.3
2903953,77.57
2904001,85.33
2904050,86.02
2904100,79.45
2904209,77.24
2904308,79.2
2904407,79.52
2904506,88.24
2904605,88.07
2904704,82.62
2904753,78.08
2904803,77.75
2904852,79.5
2904902,86.81
2905008,85.95
2905107,79.75
2905156,75.91
2905206,84.55
2905305,83.58
2905404,89.02
2905503,78.89
2905602,83.88
2905701,94.6
2905800,79.89
2905909,79.36
2906006,81.53
2906105,77.64
2906204,86.9
2906303,83.63
2906402,81.08
2906501,92.81
2906600,81.0
2906709,79.96
2906808,79.81
2906824,81.83
2906857,77.61
2906873,85.15
2906899,72.91
2906907,82.69
2907004,83.27
2907103,81.37
2907202,84.07
2907301,82.53
2907400,79.47
2907509,91.2
2907558,75.89
2907608,85.19
2907707,82.01
2907806,75.98
2907905,81.78
2908002,81.82
2908101,79.04
2908200,88.61
2908309,85.13
2908408,85.83
2908507,91.09
2908606,83.98
2908705,81.68
2908804,82.87
2908903,84.3
2909000,76.01
2909109,79.18
2909208,68.29
2909307,81.2
2909406,76.68
2909505,80.84
2909604,77.16
2909703,77.79
2909802,91.31
2909901,83.43
2910008,74.2
2910057,93.47
2910107,81.37
2910206,84.77
2910305,82.99
2910404,74.11
2910503,87.62
2910602,84.7
2910701,78.36
2910727,89.55
2910750,75.06
2910776,79.59
2910800,93.4
2910859,82.32
2910909,83.87
2911006,78.06
2911105,81.64
2911204,85.5
2911253,81.62
2911303,81.85
2911402,78.22
2911501,80.26
2911600,84.77
2911659,78.26
2911709,88.16
2911808,72.41
2911857,73.72
2911907,78.08
2912004,82.59
2912103,82.81
2912202,87.23
2912301,80.89
2912400,84.22
2912509,77.1
2912608,81.35
2912707,79.03
2912806,84.3
2912905,77.84
2913002,81.05
2913101,85.16
2913200,86.82
2913309,88.95
2913408,81.64
2913457,80.61
2913507,75.94
2913606,90.86
2913705,79.28
2913804,78.84
2913903,85.2
2914000,77.45
2914109,87.4
2914208,77.45
2914307,83.23
2914406,88.48
2914505,83.86
2914604,91.69
2914653,82.0
2914703,87.87
2914802,91.8
2914901,86.28
2915007,78.99
2915106,79.51
2915205,81.04
2915304,77.64
2915353,80.96
2915403,80.35
2915502,81.14
2915601,84.3
2915700,77.35
2915809,79.94
2915908,82.03
2916005,81.6
2916104,92.54
2916203,81.56
2916302,77.2
2916401,89.08
2916500,71.18
2916609,80.88
2916708,78.57
2916807,83.28
2916856,83.35
2916906,79.47
2917003,80.34
2917102,79.13
2917201,78.52
2917300,83.53
2917334,80.03
2917359,80.08
2917409,81.4
2917508,87.3
2917607,80.73
2917706,84.32
2917805,80.83
2917904,81.18
2918001,88.19
2918100,73.77
2918209,80.51
2918308,76.89
2918357,84.41
2918407,90.33
2918456,72.98
2918506,79.22
2918555,81.84
2918605,82.57
2918704,75.29
2918753,78.92
2918803,79.08
2918902,81.35
2919009,81.81
2919058,81.77
2919108,74.72
2919157,83.54
2919207,96.32
2919306,89.33
2919405,84.05
2919504,82.8
2919553,95.32
2919603,78.45
2919702,79.61
2919801,80.15
2919900,77.87
2919926,95.57
2919959,76.57
2920007,83.01
2920106,80.34
2920205,79.65
2920304,80.36
2920403,76.2
2920452,88.6
2920502,81.72
2920601,82.4
2920700,84.14
2920809,78.4
2920908,79.47
2921005,91.05
2921054,75.02
2921104,83.19
2921203,83.51
2921302,81.88
2921401,80.88
2921450,75.89
2921500,72.34
2921609,81.07
2921708,83.93
2921807,84.63
2921906,84.75
2922003,87.21
2922052,84.1
2922102,81.67
2922201,82.57
2922250,81.01
2922300,88.2
2922409,82.19
2922508,84.94
2922607,78.53
2922656,78.46
2922706,76.18
2922730,83.24
2922755,78.48
2922805,79.76
2922854,82.01
2922904,77.07
2923001,86.53
2923035,88.01
2923050,78.88
2923100,77.76
2923209,85.2
2923308,80.26
2923357,78.43
2923407,77.2
2923506,91.15
2923605,82.6
2923704,81.32
2923803,77.1
2923902,82.17
2924009,87.62
2924058,79.88
2924108,84.74
2924207,68.1
2924306,83.6
2924405,74.92
2924504,80.68
2924603,82.48
2924652,80.26
2924678,81.49
2924702,77.78
2924801,83.38
2924900,73.81
2925006,77.92
2925105,80.91
2925204,91.31
2925253,80.75
2925303,91.53
2925402,85.36
2925501,86.21
2925600,86.32
2925709,74.95
2925758,80.42
2925808,82.14
2925907,71.22
2925931,81.97
2925956,76.17
2926004,79.55
2926103,86.36
2926202,77.97
2926301,85.1
2926400,78.52
2926509,69.27
2926608,81.99
2926657,73.99
2926707,81.82
2926806,75.31
2926905,82.26
2927002,81.29
2927101,87.44
2927200,81.98
2927309,91.26
2927408,96.55
2927507,81.94
2927606,71.68
2927705,88.81
2927804,79.01
2927903,78.96
2928000,82.93
2928059,79.98
2928109,81.65
2928208,83.26
2928307,81.57
2928406,83.93
2928505,79.06
2928604,89.68
2928703,91.76
2928802,84.87
2928901,82.12
2928950,82.76
2929008,87.22
2929057,85.72
2929107,83.51
2929206,91.79
2929255,84.97
2929305,90.03
2929354,78.3
2929370,78.32
2929404,81.84
2929503,89.13
2929602,87.04
2929701,78.74
2929750,88.77
2929800,81.51
2929909,89.17
2930006,78.4
2930105,87.45
2930154,82.19
2930204,81.93
2930303,80.58
2930402,79.78
2930501,87.38
2930600,79.43
2930709,94.36
2930758,83.87
2930766,71.81
2930774,86.84
2930808,85.85
2930907,78.12
2931004,78.83
2931053,81.16
2931103,86.5
2931202,80.53
2931301,82.47
2931350,89.68
2931400,84.62
2931509,81.12
2931608,77.34
2931707,89.61
2931806,73.14
2931905,76.96
2932002,80.05
2932101,76.42
2932200,84.08
2932309,83.43
2932408,88.11
2932457,79.23
2932507,82.1
2932606,82.73
2932705,81.42
2932804,83.34
2932903,85.17
2933000,85.09
2933059,76.79
2933109,81.76
2933158,80.39
2933174,80.57
2933208,91.86
2933257,79.41
2933307,90.9
2933406,84.47
2933455,82.75
2933505,75.07
2933604,83.19
3100104,93.52
3100203,93.71
3100302,92.86
3100401,89.9
3100500,85.19
3100609,77.6
3100708,93.21
3100807,92.19
3100906,83.32
3101003,81.43
3101102,90.04
3101201,90.89
3101300,90.5
3101409,90.79
3101508,94.94
3101607,95.78
3101631,94.28
3101706,83.61
3101805,86.92
3101904,94.43
3102001,93.81
3102050,91.0
3102100,89.86
3102209,84.23
3102308,92.96
3102407,86.96
3102506,87.99
3102605,93.76
3102704,82.73
3102803,91.84
3102852,81.35
3102902,92.31
3103009,90.28
3103108,91.82
3103207,93.19
3103306,88.31
3103405,87.82
3103504,96.34
3103603,93.26
3103702,86.73
3103751,94.71
3103801,93.16
3103900,94.62
3104007,96.79
3104106,92.55
3104205,96.66
3104304,94.54
3104403,92.92
3104452,84.18
3104502,89.51
3104601,94.79
3104700,80.01
3104809,90.22
3104908,92.07
3105004,92.38
3105103,94.23
3105202,78.59
3105301,92.19
3105400,95.71
3105509,88.2
3105608,96.17
3105707,87.44
3105905,95.52
3106002,95.26
3106101,89.21
3106200,97.78
3106309,92.25
3106408,94.35
3106507,83.53
3106606,77.43
3106655,82.58
3106705,96.38
3106804,88.39
3106903,95.75
3107000,90.64
3107109,95.11
3107208,88.84
3107307,91.94
3107406,95.78
3107505,91.73
3107604,92.27
3107703,94.62
3107802,85.72
3107901,92.83
3108008,91.06
3108107,92.85
3108206,90.74
3108255,82.53
3108305,95.07
3108404,93.28
3108503,86.67
3108552,92.77
3108602,88.99
3108701,91.47
3108800,89.19
3108909,92.82
3109006,95.88
3109105,92.58
3109204,88.13
3109253,85.09
3109303,90.07
3109402,88.74
3109451,90.3
3109501,92.1
3109600,96.99
3109709,93.66
3109808,92.65
3109907,95.35
3110004,96.45
3110103,91.36
3110202,91.1
3110301,94.0
3110400,87.03
3110509,92.98
3110608,94.79
3110707,92.11
3110806,83.46
3110905,94.51
3111002,93.79
3111101,92.97
3111150,84.02
3111200,94.25
3111309,93.26
3111408,92.51
3111507,91.57
3111606,91.42
3111705,88.35
3111804,92.02
3111903,90.71
3112000,89.69
3112059,87.79
3112109,90.41
3112208,91.52
3112307,87.5
3112406,92.09
3112505,95.04
3112604,90.79
3112653,85.49
3112703,86.93
3112802,97.13
3112901,89.75
3113008,80.55
3113107,92.22
3113206,95.47
3113305,93.16
3113404,93.51
3113503,86.52
3113602,93.15
3113701,83.7
3113800,89.06
3113909,92.0
3114006,94.78
3114105,92.24
3114204,95.23
3114303,94.49
3114402,94.11
3114501,94.89
3114550,90.7
3114600,94.48
3114709,93.15
3114808,89.36
3114907,94.83
3115003,96.57
3115102,92.89
3115201,93.02
3115300,96.03
3115359,92.24
3115409,90.61
3115458,81.34
3115474,77.97
3115508,95.55
3115607,88.58
3115706,84.23
3115805,91.49
3115904,90.74
3116001,90.09
3116100,77.14
3116159,87.82
3116209,94.22
3116308,88.93
3116407,93.65
3116506,87.2
3116605,96.26
3116704,92.83
3116803,84.16
3116902,90.13
3117009,78.78
3117108,94.26
3117207,92.36
3117306,93.58
3117405,87.81
3117504,90.66
3117603,93.04
3117702,90.86
3117801,94.36
3117836,83.95
3117876,96.09
3117900,93.19
3118007,96.8
3118106,84.97
3118205,92.7
3118304,97.27
3118403,89.3
3118502,89.24
3118601,97.29
3118700,94.02
3118809,87.0
3118908,92.02
3119005,90.29
3119104,91.84
3119203,90.5
3119302,94.09
3119401,95.67
3119500,84.6
3119609,93.93
3119708,95.64
3119807,92.04
3119906,93.27
3119955,92.09
3120003,85.17
3120102,90.02
3120151,76.48
3120201,93.33
3120300,87.2
3120409,95.03
3120508,93.84
3120607,90.75
3120706,94.15
3120805,92.98
3120839,85.71
3120870,82.66
3120904,94.8
3121001,92.35
3121100,94.01
3121209,92.5
3121258,91.03
3121308,92.22
3121407,90.58
3121506,89.38
3121605,93.5
3121704,83.03
3121803,90.93
3121902,93.41
3122009,88.58
3122108,85.75
3122207,89.2
3122306,97.13
3122355,83.47
3122405,91.15
3122454,81.07
3122470,91.49
3122504,90.79
3122603,88.97
3122702,93.08
3122801,93.14
3122900,93.41
3123007,95.23
3123106,85.68
3123205,91.85
3123304,89.5
3123403,94.15
3123502,93.69
3123528,88.5
3123601,92.36
3123700,87.9
3123809,85.78
3123858,89.03
3123908,93.81
3124005,88.76
3124104,94.84
3124203,90.71
3124302,82.43
3124401,91.46
3124500,91.42
3124609,88.83
3124708,91.16
3124807,91.48
3124906,91.33
3125002,94.43
3125101,96.38
3125200,93.36
3125309,91.5
3125408,87.46
3125507,87.46
3125606,81.3
3125705,93.09
3125804,83.13
3125903,85.0
3125952,87.89
3126000,96.22
3126109,95.32
3126208,85.68
3126307,92.12
3126406,95.16
3126505,82.87
3126604,86.45
3126703,84.56
3126752,78.9
3126802,80.44
3126901,87.27
3126950,83.14
3127008,91.94
3127057,78.98
3127073,72.72
3127107,95.4
3127206,93.76
3127305,87.24
3127339,79.94
3127354,90.13
3127370,84.26
3127388,93.71
3127404,92.67
3127503,85.19
3127602,93.42
3127701,94.95
3127800,83.91
3127909,93.93
3128006,92.12
3128105,93.77
3128204,87.56
3128253,87.77
3128303,92.8
3128402,92.42
3128501,93.31
3128600,93.3
3128709,95.25
3128808,92.11
3128907,93.73
3129004,90.77
3129103,88.84
3129202,89.76
3129301,89.81
3129400,89.01
3129509,94.44
3129608,87.89
3129657,79.25
3129707,92.71
3129806,95.75
3129905,91.75
3130002,93.07
3130051,87.57
3130101,95.21
3130200,93.94
3130309,95.7
3130408,94.42
3130507,93.54
3130556,87.07
3130606,94.41
3130655,74.21
3130705,91.14
3130804,93.74
3130903,89.92
3131000,94.39
3131109,90.73
3131158,91.6
3131208,89.79
3131307,96.4
3131406,89.61
3131505,91.53
3131604,94.22
3131703,95.38
3131802,87.71
3131901,96.97
3132008,88.52
3132107,85.08
3132206,94.57
3132305,79.76
3132404,97.29
3132503,86.11
3132602,93.05
3132701,83.8
3132800,86.33
3132909,94.27
3133006,96.87
3133105,96.39
3133204,88.12
3133303,84.26
3133402,94.39
3133501,93.1
3133600,94.05
3133709,94.13
3133758,96.92
3133808,97.32
3133907,87.77
3134004,83.82
3134103,88.06
3134202,94.1
3134301,95.0
3134400,93.56
3134509,93.87
3134608,92.9
3134707,81.4
3134806,92.09
3134905,95.53
3135001,91.45
3135050,87.57
3135076,82.65
3135100,90.65
3135209,88.39
3135308,95.28
3135357,82.73
3135407,93.81
3135456,81.67
3135506,87.97
3135605,86.04
3135704,92.18
3135803,82.59
3135902,90.89
3136009,78.9
3136108,87.68
3136207,97.14
3136306,92.78
3136405,86.91
3136504,84.0
3136520,86.89
3136553,85.43
3136579,81.69
3136603,90.68
3136652,94.9
3136702,97.77
3136801,87.97
3136900,95.37
3136959,84.58
3137007,78.08
3137106,91.76
3137205,95.42
3137304,87.63
3137403,95.29
3137502,93.97
3137536,91.7
3137601,97.57
3137700,89.09
3137809,95.75
3137908,91.97
3138005,96.19
3138104,89.48
3138203,97.46
3138302,90.08
3138351,87.1
3138401,95.16
3138500,89.22
3138609,93.33
3138625,93.97
3138658,83.92
3138674,89.84
3138682,87.47
3138708,93.76
3138807,94.52
3138906,84.43
3139003,94.34
3139102,92.73
3139201,82.38
3139250,77.74
3139300,83.84
3139409,94.88
3139508,91.88
3139607,88.48
3139706,94.25
3139805,94.17
3139904,94.15
3140001,95.47
3140100,86.95
3140159,95.22
3140209,91.17
3140308,90.62
3140407,93.02
3140506,93.54
3140530,88.98
3140555,81.1
3140605,82.41
3140704,94.57
3140803,95.52
3140852,80.55
3140902,87.97
3141009,82.79
3141108,95.95
3141207,89.62
3141306,95.07
3141405,84.6
3141504,83.21
3141603,89.96
3141702,87.82
3141801,81.23
3141900,93.31
3142007,87.49
3142106,88.18
3142205,94.17
3142254,79.59
3142304,94.07
3142403,94.75
3142502,86.54
3142601,91.76
3142700,82.86
3142809,91.77
3142908,81.85
3143005,93.1
3143104,93.74
3143153,79.84
3143203,92.05
3143302,95.67
3143401,95.35
3143450,82.19
3143500,94.04
3143609,89.36
3143708,84.61
3143807,92.23
3143906,95.14
3144003,87.75
3144102,95.81
3144201,82.17
3144300,89.18
3144359,89.97
3144375,90.95
3144409,92.88
3144508,94.54
3144607,92.37
3144656,77.43
3144672,83.04
3144706,94.11
3144805,97.95
3144904,83.1
3145000,94.29
3145059,85.25
3145109,93.59
3145208,96.25
3145307,78.88
3145356,77.43
3145372,85.87
3145406,89.34
3145455,87.91
3145505,91.3
3145604,95.41
3145703,87.62
3145802,90.07
3145851,88.61
3145877,88.96
3145901,96.45
3146008,94.18
3146107,96.35
3146206,83.86
3146255,79.9
3146305,83.85
3146404,93.23
3146503,95.63
3146552,76.46
3146602,91.87
3146701,91.6
3146750,78.34
3146909,93.33
3147006,95.24
3147105,96.85
3147204,94.72
3147303,94.82
3147402,95.24
3147501,82.72
3147600,96.11
3147709,94.65
3147808,91.7
3147907,96.1
3147956,82.45
3148004,96.65
3148103,94.83
3148202,93.6
3148301,91.79
3148400,86.91
3148509,80.98
3148608,84.99
3148707,86.14
3148756,88.84
3148806,86.29
3148905,93.27
3149002,91.29
3149101,92.52
3149150,81.75
3149200,94.59
3149309,96.37
3149408,91.89
3149507,95.98
3149606,93.85
3149705,93.88
3149804,93.21
3149903,94.76
3149952,87.99
3150000,80.81
3150109,93.38
3150158,88.4
3150208,88.34
3150307,89.93
3150406,90.16
3150505,93.59
3150539,87.31
3150570,86.3
3150604,91.95
3150703,91.89
3150802,89.11
3150901,92.11
3151008,95.58
3151107,93.94
3151206,95.3
3151305,94.38
3151404,95.16
3151503,95.89
3151602,94.25
3151701,95.02
3151800,97.76
3151909,86.97
3152006,92.67
3152105,95.03
3152131,85.09
3152170,81.04
3152204,83.54
3152303,91.45
3152402,83.19
3152501,97.1
3152600,95.29
3152709,94.74
3152808,92.9
3152907,94.95
3153004,90.59
3153103,89.48
3153202,86.83
3153301,90.96
3153400,92.37
3153509,93.12
3153608,95.99
3153707,90.58
3153806,93.3
3153905,96.33
3154002,89.58
3154101,93.81
3154150,91.71
3154200,95.27
3154309,89.73
3154408,93.24
3154457,88.15
3154507,84.4
3154606,95.16
3154705,97.23
3154804,95.42
3154903,92.27
3155009,89.86
3155108,79.36
3155207,87.69
3155306,93.5
3155405,92.84
3155504,94.27
3155603,82.18
3155702,93.48
3155801,94.44
3155900,90.25
3156007,82.55
3156106,93.61
3156205,92.86
3156304,95.15
3156403,93.61
3156452,89.83
3156502,78.5
3156601,83.12
3156700,96.18
3156809,87.68
3156908,95.28
3157005,87.58
3157104,81.4
3157203,95.3
3157252,90.69
3157278,90.62
3157302,90.64
3157336,95.79
3157377,77.94
3157401,90.99
3157500,83.62
3157609,86.09
3157658,79.15
3157708,93.68
3157807,96.3
3157906,91.71
3158003,90.5
3158102,79.17
3158201,83.3
3158300,92.56
3158409,92.9
3158508,87.81
3158607,93.59
3158706,88.1
3158805,89.66
3158904,88.45
3158953,96.42
3159001,92.19
3159100,91.73
3159209,94.34
3159308,91.54
3159357,90.09
3159407,89.52
3159506,86.73
3159605,94.47
3159704,88.94
3159803,91.78
3159902,90.47
3160009,91.09
3160108,90.95
3160207,79.34
3160306,77.1
3160405,95.23
3160454,76.71
3160504,88.86
3160603,89.28
3160702,94.94
3160801,90.51
3160900,96.09
3160959,89.18
3161007,90.96
3161056,83.96
3161106,87.49
3161205,89.29
3161304,92.26
3161403,88.87
3161502,92.11
3161601,84.23
3161650,84.56
3161700,90.9
3161809,95.12
3161908,93.49
3162005,94.44
3162104,94.59
3162203,94.58
3162252,88.69
3162302,93.7
3162401,78.3
3162450,79.98
3162500,97.24
3162559,90.98
3162575,86.72
3162609,87.29
3162658,82.91
3162708,79.35
3162807,88.61
3162906,96.81
3162922,93.48
3162948,94.61
3162955,96.59
3163003,83.65
3163102,93.68
3163201,95.72
3163300,84.14
3163409,90.42
3163508,85.52
3163607,89.91
3163706,97.36
3163805,88.93
3163904,93.29
3164001,90.09
3164100,86.21
3164209,89.86
3164308,94.25
3164407,91.07
3164431,92.2
3164472,85.53
3164506,82.32
3164605,93.18
3164704,95.33
3164803,91.67
3164902,95.74
3165008,94.75
3165107,92.5
3165206,91.87
3165305,94.7
3165404,92.95
3165503,85.68
3165537,96.78
3165552,77.13
3165560,87.74
3165578,92.47
3165602,90.33
3165701,93.08
3165800,93.9
3165909,83.47
3166006,90.94
3166105,84.07
3166204,91.9
3166303,86.58
3166402,94.65
3166501,77.69
3166600,91.04
3166709,85.09
3166808,94.45
3166907,91.12
3166956,82.29
3167004,88.52
3167103,87.54
3167202,97.0
3167301,89.64
3167400,89.22
3167509,94.35
3167608,88.34
3167707,85.31
3167806,94.25
3167905,88.78
3168002,86.29
3168051,85.67
3168101,94.8
3168200,90.74
3168309,90.37
3168408,87.98
3168507,90.89
3168606,90.95
3168705,96.88
3168804,95.65
3168903,94.56
3169000,93.9
3169059,91.25
3169109,90.98
3169208,92.39
3169307,95.03
3169356,94.18
3169406,94.53
3169505,89.04
3169604,93.82
3169703,89.32
3169802,93.01
3169901,96.08
3170008,87.04
3170057,89.91
3170107,96.87
3170206,97.13
3170305,80.41
3170404,94.35
3170438,87.73
3170479,87.89
3170503,88.65
3170529,91.44
3170578,86.28
3170602,95.15
3170651,80.62
3170701,96.81
3170750,94.1
3170800,91.67
3170909,82.13
3171006,95.49
3171030,83.1
3171071,83.37
3171105,91.35
3171154,90.53
3171204,96.42
3171303,95.8
3171402,90.23
3171501,87.17
3171600,85.19
3171709,91.67
3171808,91.42
3171907,83.2
3172004,94.03
3172103,92.61
3172202,93.76
3200102,89.79
3200136,91.47
3200169,85.29
3200201,91.01
3200300,94.21
3200359,87.27
3200409,95.6
3200508,90.43
3200607,95.0
3200706,92.56
3200805,91.39
3200904,89.23
3201001,89.32
3201100,94.11
3201159,85.65
3201209,95.74
3201308,95.47
3201407,94.14
3201506,94.76
3201605,88.72
3201704,92.22
3201803,89.73
3201902,92.82
3202009,88.73
3202108,85.84
3202207,93.37
3202256,91.15
3202306,91.16
3202405,95.8
3202454,87.91
3202504,93.6
3202553,87.54
3202603,94.44
3202652,89.06
3202702,91.58
3202801,92.06
3202900,92.61
3203007,90.31
3203056,90.08
3203106,91.26
3203130,93.27
3203163,89.32
3203205,94.12
3203304,86.15
3203320,92.86
3203346,93.93
3203353,91.46
3203403,90.67
3203502,87.58
3203601,84.97
3203700,88.13
3203809,91.91
3203908,92.31
3204005,87.26
3204054,87.05
3204104,88.22
3204203,95.45
3204252,86.78
3204302,87.37
3204351,91.4
3204401,93.14
3204500,90.2
3204559,93.01
3204609,94.37
3204658,92.32
3204708,93.29
3204807,90.1
3204906,92.78
3204955,92.23
3205002,96.12
3205010,89.57
3205036,93.19
3205069,94.67
3205101,94.41
3205150,90.88
3205176,91.48
3205200,97.44
3205309,97.76
3300100,95.58
3300159,93.66
3300209,95.33
3300225,94.51
3300233,97.21
3300258,96.82
3300308,96.41
3300407,96.95
3300456,96.4
3300506,92.0
3300605,92.73
3300704,96.66
3300803,93.85
3300902,90.64
3300936,93.71
3300951,95.38
3301009,95.06
3301108,93.11
3301157,89.01
3301207,93.78
3301306,95.57
3301405,92.45
3301504,95.73
3301603,89.58
3301702,96.23
3301801,94.98
3301850,95.21
3301876,96.84
3301900,94.85
3302007,95.84
3302056,91.11
3302106,92.26
3302205,94.01
3302254,95.81
3302270,94.42
3302304,91.22
3302403,96.55
3302452,94.28
3302502,95.52
3302601,96.59
3302700,97.34
3302809,96.66
3302858,97.63
3302908,95.93
3303005,92.69
3303104,92.78
3303203,98.08
3303302,98.23
3303401,96.39
3303500,96.35
3303609,96.55
3303708,95.33
3303807,95.29
3303856,91.21
3303906,97.05
3303955,96.34
3304003,94.33
3304102,91.47
3304110,95.88
3304128,94.87
3304144,96.24
3304151,92.61
3304201,96.76
3304300,94.78
3304409,91.59
3304508,92.47
3304524,97.36
3304557,97.67
3304607,89.66
3304706,93.09
3304755,86.7
3304805,92.18
3304904,96.98
3305000,94.31
3305109,97.62
3305133,89.86
3305158,93.61
3305208,96.09
3305307,89.02
3305406,91.83
3305505,95.73
3305554,95.33
3305604,90.44
3305703,88.25
3305752,93.66
3305802,95.07
3305901,89.02
3306008,96.53
3306107,95.31
3306156,89.76
3306206,94.54
3306305,97.63
3500105,96.49
3500204,93.22
3500303,95.03
3500402,96.85
3500501,96.41
3500550,95.64
3500600,98.76
3500709,96.19
3500758,95.41
3500808,94.64
3500907,92.55
3501004,94.99
3501103,94.27
3501152,96.2
3501202,93.51
3501301,95.77
3501400,93.29
3501509,92.71
3501608,98.33
3501707,94.5
3501806,95.45
3501905,96.78
3502002,95.55
3502101,96.26
3502200,95.85
3502309,94.36
3502408,94.36
3502507,97.03
3502606,91.79
3502705,94.01
3502754,94.93
3502804,97.4
3502903,97.01
3503000,95.06
3503109,93.67
3503158,93.72
3503208,97.62
3503307,96.81
3503356,92.48
3503406,96.19
3503505,93.98
3503604,93.72
3503703,94.32
3503802,95.41
3503901,96.45
3503950,90.68
3504008,97.38
3504107,96.55
3504206,94.83
3504305,93.86
3504404,94.77
3504503,96.58
3504602,97.56
3504701,97.07
3504800,96.34
3504909,94.62
3505005,94.22
3505104,92.55
3505203,96.13
3505302,96.05
3505351,91.19
3505401,87.77
3505500,97.62
3505609,93.74
3505708,97.39
3505807,95.8
3505906,96.31
3506003,97.9
3506102,97.31
3506201,94.2
3506300,96.71
3506359,96.46
3506409,95.66
3506508,96.71
3506607,94.09
3506706,92.6
3506805,94.99
3506904,94.29
3507001,96.98
3507100,95.63
3507159,94.21
3507209,94.36
3507308,95.1
3507407,94.2
3507456,96.56
3507506,97.43
3507605,97.28
3507704,92.22
3507753,93.68
3507803,96.82
3507902,96.8
3508009,93.87
3508108,94.49
3508207,94.85
3508306,93.76
3508405,96.3
3508504,97.07
3508603,96.49
3508702,94.72
3508801,94.25
3508900,92.84
3509007,97.25
3509106,92.93
3509205,96.53
3509254,93.55
3509304,94.68
3509403,95.16
3509452,94.63
3509502,97.59
3509601,96.77
3509700,96.46
3509809,93.27
3509908,95.28
3509957,95.86
3510005,95.31
3510104,94.55
3510153,93.68
3510203,94.21
3510302,95.58
3510401,96.91
3510500,96.49
3510609,96.62
3510708,93.44
3510807,95.98
3510906,92.98
3511003,93.53
3511102,96.8
3511201,95.05
3511300,96.8
3511409,95.42
3511508,97.68
3511607,95.54
3511706,95.24
3511904,93.8
3512001,95.48
3512100,92.55
3512209,93.88
3512308,96.19
3512407,97.08
3512506,95.78
3512605,91.25
3512704,94.86
3512803,96.64
3512902,94.0
3513009,96.94
3513108,95.88
3513207,94.3
3513306,94.57
3513405,97.74
3513504,95.45
3513603,93.26
3513702,96.19
3513801,96.78
3513850,90.72
3513900,95.06
3514007,90.77
3514106,94.19
3514205,92.44
3514304,95.13
3514403,96.53
3514502,95.73
3514601,96.08
3514700,94.69
3514809,92.38
3514908,94.67
3514924,93.67
3514957,93.81
3515004,95.75
3515103,95.43
3515129,92.43
3515152,94.26
3515186,96.01
3515194,91.66
3515202,94.05
3515301,92.42
3515350,88.36
3515400,95.36
3515509,96.22
3515608,93.65
3515657,94.95
3515707,96.15
3515806,91.82
3515905,93.7
3516002,94.71
3516101,93.24
3516200,97.88
3516309,94.88
3516408,95.96
3516507,94.75
3516606,93.43
3516705,95.89
3516804,90.92
3516853,94.26
3516903,93.79
3517000,94.52
3517109,94.08
3517208,95.56
3517307,92.83
3517406,96.07
3517505,95.26
3517604,91.3
3517703,93.72
3517802,93.2
3517901,93.48
3518008,91.89
3518107,92.76
3518206,95.22
3518305,95.21
3518404,97.67
3518503,95.07
3518602,94.05
3518701,96.15
3518800,96.78
3518859,93.33
3518909,90.03
3519006,94.53
3519055,96.51
3519071,96.93
3519105,96.52
3519204,93.42
3519253,94.63
